Date|Adj Close|Volume|Var%|Fechamento|Noticias
2021-01-04|19.27433967590332|74719700|0.020112827837004188|1|tcu evaluates barring sale of petrobras refinery to Arab fund sale of petrobras refinery in bahia may be suspended, says tcu petrobras increases cooking gas by 5% for distributors former petrobras manager accused of manipulating the market appeals against state-owned company
2021-01-05|20.02771759033203|95181100|0.039087093363337384|1|petrobras (petr4) starts contracting the ninth unit in the buzios field in itaguaí, families occupy petrobras land at the entrance to the city workers occupy unproductive petrobras area in rio de janeiro
2021-01-06|20.06771850585937|96562500|0.0019972777899890373|1|value of sale of petrobras refinery is questioned in ... radar brings vale (vale3), petrobras (petr4), itaúsa (itsa4) and totvs (tots3) petrobras sells its stake in mangue seco 2 wind farm for 34.2 million reais in rio grande do norte vale deactivates a pier that was leased by petrobras, in the port of tubarão, in the state of Espírito Santo. about 300 employees will be fired at Petrobras: 3 months later, the company does not...
2021-01-07|20.667747497558594|56171300|0.029900209708643374|1|petrobras confirms sale of stake in br distributor and pockets r$ 11.4 billion petrobras raises r$ 11.4 billion with the sale of br shares and leaves the company for good petrobras ceases to be a shareholder of br distributor tension brand repossession of possession petrobras land in rio petrobras sells its seven units in alagoas for almost r ... petrobras sells shares and zero stake in br distributor petrobras and repsol present their strategies for ... opinion: share of petrobras' fpsos invested in brazil is .. .
2021-01-11|20.57440948486328|48744700|-0.008354724766420962|0|silva and luna 'militariza' petrobras dome petrobras completes sale of slice in lapa field to totalenergies mubadala creates company to operate refinery bought from petrobras in bahia petrobras social observatory and fnp will sell cooking gas at r$ 60 in sp, pa and rj oceanpact signs vessel service contracts with petrobras economists say that the cause of the rise in gasoline is not the pricing policy of petrobras tim and petrobras project the use of the leo constellation after tests with telesat fuels: failure in the sale of a refinery lights up a yellow light at petrobras bolsonaro suggests using petrobras dividends in fund to hold fuel prices bolsonaro wants to use petrobras dividends (petr4) to contain fuel petrobras allocates 90% less than announced by... ultrapar gives up on buying petrobras refinery “transformational”: por that the possible purchase of petrobras fields boosts (even more) the shares of petrorio petrobras 'will go bankrupt' if alt Change its price (and profit) policy, says its president petrobras, 68, resists and will return to its destination after comments, petrobras denies anticipation of readjustment petrobras says it does not anticipate fuel readjustment decisions bolsonaro wants to use petrobras dividends to reduce diesel price rises with help from vale and petrobras, but dollar remains high and closes at r$ 5.67 understand why petrobras shares rose this Monday (1st) petrobras shares ignore bolsonaro and rise more than 3%
2021-01-12|20.42106819152832|65691900|-0.007453010665884441|0|Arabs take over this fourth petrobras refinery put up for sale petrobras: sale of repar and refap should be left for later ... petrobras (petr3; petr4) completes sale of landulpho alves refinery, in bahia petrobras and meatpackers are removed from the sustainability index dossier against petrobras international parity is delivered to congress dismantling petrobras (3): “broken petrobras”, alibi for privatization it is worth buying petrobras to count on the ... petrobras (petr4), copel (cple6) and blau farmacéutica ( blau3) attract market attention
2021-01-13|19.434349060058594|93826600|-0.048318683538751794|0|petrobras is the second largest in the world in operations in the ... dollar has fallen sharply and brings instability to petrobras
2021-01-18|18.714313507080078|68855700|-0.0017779738382687202|0|more than 100 jobs in the oil and gas sector! ocyan starts registering curriculum for petrobras maintenance contracts petrobras wants to change health plan management is petrobras holding back fuel prices? data indicate so, but analysts see no reason to panic (yet) petrobras announces an increase of more than 8% in gasoline from this tuesday liter of gasoline rises r$ 0.15 in petrobras refineries petrobras advances in the sale of the largest oil field in ... petrobras share closes down 0.18% this Monday; see values ​​petrobras (petr4) approves the opening of a new plan for ... petrobras receives within 15 days proposals for the construction of 2 platforms on the river
2021-01-19|19.127668380737305|61656000|0.02208763220199584|1|proposal prohibits creation of petrobras subsidiaries only... after almost 50 years since opening, petrobras headquarters building undergoes first complete renovation petrobras production in december is below 2 million barrels a day petrobras closed factory could produce 360 ​​thousand m³ of oxygen per day, says fup petrobras imports 5 million m3/day of natural gas from bolivia petrobras is doomed if it stays in oil and gas, says ...
2021-01-20|18.807647705078125|60306200|-0.016730772893441603|0|ultrapar negotiates purchase of petrobras refinery in rio ... petrobras is closer to selling refap, in rs. see who... union estimates possible loss of r$ 166 billion in arbitration filed by petrobras union warns of increase in cooking gas and privatization of petrobras the last of the 4 tankers contracted by petrobras, carries out its first operation in the pre-salt of petrobras saints basin
2021-01-22|18.060943603515625|51181900|-0.016696909197433052|0|gas dealers promise to strike on February 1 against petrobras hikes petrobras will revitalize headquarter building in downtown rio de janeiro
2021-01-26|18.000944137573242|64514600|-0.003322055993281725|0|petrobras ends 2020 with 10.4 employees ... how to shield petrobras from populism with the price of ... petrorio 100% owner of the frade oil field: oil company finalizes purchase of asset with petrobras petrobras announces 5% readjustment in gasoline and 4.4% in diesel, petrobras raises gasoline prices for the 2nd time this year; diesel also increases petrobras readjusts gasoline and diesel prices; government ... petrobras elects new refining director rodrigo e silva and ... raízen, the giant ethanol producer in brazil, is one step away from buying from petrobras the repar refinery starts at 11 am the auction of petrobras, of the panels of automation of the p-72 and p-73 platforms with the divestments of petrobras and new projects, new refineries may emerge in brazil in 2021 petrobras confirms another increase in gasoline prices...
2021-01-28|18.50763511657715|67827000|0.013138823161883416|1|petrobras (petr4): deal with Chinese partners in the Búzios field comes out this year Asian consortia prepare offer for the purchase of fpsos from petrobras
2021-01-29|17.79426383972168|67555300|-0.03854470181425329|0|petrobras announces pre-salt discovery of fields in block with exxonmobil
2021-02-01|18.354293823242188|44449500|0.03147250083312625|1|
2021-02-02|19.107666015625|91663000|0.04104610069109893|1|petrobras announces sale of pole peroá to 3r petroleum and dbo energia for us$ 55 mi petrobras discovers hydrocarbon in pre-salt well in petrobras, difference between highest and lowest salary reaches 6,932% petrobras announces reopening of bidding for sale of the bahia petrobras LNG terminal informs the death of an employee in an accident that took place yesterday (01/31), at fpso Cidade de Mangaratiba
2021-02-03|19.294343948364254|47486800|0.009769792531783006|1|guedes: let's take the petrobras dividends and deliver a part to the people guedes says there is an idea to create a fund to pay petrobras dividends to the “poorest” paulo guedes: government studies to deliver part of petrobras dividends (petr4) to the people petrobras is from brazil and from the brazilian people after petrobras readjustment, gasoline, diesel and gas are more expensive in df four petrobras board members ask to leave office cvm will investigate suspicious operation with petrobras shares resume interferes general appointed by bolsonaro to petrobras police combat theft of fuel from petrobras pipelines
2021-02-05|19.22767448425293|121098700|0.0006939751324419596|1|supported by unions, families occupy petrobras land
2021-02-08|18.74098014831543|98821700|-0.02531217887717485|0|petrobras targets issuance in the international market; announces offer to buy back pre-salt refining rises 30% until April and is 55% of the total processed, says petrobras petrobras recovers lost market value with dismissal ... c-suite: salvador dahan is the new director of governance and compliance at petrobras maintenance on petrobras platform will lead to the loss of 3 ... santander hires ex-petrobras cfo as head of strategy leader for petrobras land occupation in itaguaí petrobras employees denounce company doctors for prescribing ineffective drugs against covid petrobras donates oxygen micro plant to worker's hospital petrobras should report improvement in main financial indicators of the 2nd quarter petrobras says it has no definition on gas voucher promised by ... vale action closes almost stable, petrobras and petrorio have low with oil; irani rises and bb seguridade falls after results the bahia government made a demonstration against the sale of gaspetro, announced by petrobras last week
2021-02-09|18.360960006713867|63662200|-0.020277495552212144|0|petrobras may lose r$ 13 billion with senate decision on health plans petrobras health plan co-participation will be maintained at 40% 'skandi achiever' of dof will remain with petrobras until ... senate revokes resolution on health plans of state-owned; petrobras (petr4) and others are harmed petrobras will resume face-to-face work in downtown rio from october
2021-02-10|18.534299850463867|52949900|0.009440674326757216|1|petrobras will not control fuel prices, says silva ... petrobras will not hold fuel prices, risk is 'zero ... chance of petrobras holding fuel prices is zero, says president liter of diesel rises 2% at pumps in week that petrobras readjusted the fuel
2021-02-11|18.72097969055176|61158600|0.010072127978614677|1|petrobras dividend fund would not have an immediate effect on price, says economist bolsonaro again insinuates that he has privileged information on petrobras petrobras denies bolsonaro on fuel increase ciro will make series on contrast between petrobras profit and people's shortage ewz falls by more than 1% in New York; adrs da vale and petrobras also retreat
2021-02-12|18.96099090576172|47801100|0.01282044097997126|1|act against the sale of refinery continues the fight for petrobras why Lula started talking about petrobras now... about privatization of petrobras and the post office. by cassio faeddo gas readjustments are petrobras' sadism, says president ... petrobras (petr3; petr4) shoots up with investors targeting dividends petrobras leaves b3's sustainability index, braskem ... petrobras soars and the stock market has the highest rise since may 2020 dismantle petrobras(4): against energy sovereignty
2021-02-17|19.72769927978516|54973400|0.040436092071034935|1|petrobras vs fuel prices: a controversy that ... workers accuse petrobras of negligence and ... petrobras shares fall even when oil prices rise; understand ... petrobras refinery in paraná recorded the beginning of ... oil has highest price in 13 months; petrobras loses...
2021-02-18|19.51435661315918|105539200|-0.010814371387168677|0|correction: petrobras refinery in pr recorded fire in ... it is false that bolivia did not pay for petrobras refineries that ... embraer shares jump 14% after speech by lufthansa ceo; petrorio shoots up almost 10% and petrobras advances 4%
2021-02-19|18.2209529876709|215834800|-0.06627959358988532|0|"bolsonaro criticizes petrobras after fuel readjustment and says that ""something will happen in the next few days"" bolsonaro complains about fuel prices and says that 'something will happen at petrobras in the next few days' petrobras announces 10.2% readjustment in gasoline and 15% on diesel petrobras will raise the price of diesel at the refinery by 15%; gasoline will rise 10% petrobras sold refinery in bahia for half the price, says anp study shows that petrobras oil and gas production has an increase of 8.1% in January 2021"
2021-02-22|14.447423934936525|490230400|-0.20709833647492049|0|bolsonaro nominates joaquim silva e luna for the presidency of petrobras bolsonaro announces the appointment of general joaquim silva e luna to assume the presidency of petrobras cannot be solely responsible for price, says specialist petrobras has not had a military president since 1988 general luna must maintain current petrobras pricing policy after intervening in petrobras, bolsonaro says gasoline could be 15% cheaper petrobras council is formed in most of them by names chosen by the government petrobras (petr4): analysts show concern about the change in command succession at petrobras: know who are the councilors who will evaluate the nomination of silva e luna for the presidency of state-owned petrobras (petr4) falling? I can't ignore the 'slap in the face...' there's no way to defend anymore. we downgrade to sell', says xp on petrobras xp downgrades to sell recommendation for petrobras shares after announcement of change of command petrobras can be investigated for abrupt change of command fire start hits petrobras p-48 platform in fields with sale of refineries , pressure for petrobras to control fuel may be less petrobras: english manager of us$ 560 billion alerts the council and asks for independence petrobras: salim mattar points out truculence and says government... 'let's put our finger on electricity', says bolsonaro one day after announcing change in command of petrobras petrobras: dilma-era pricing policy cost r$ 100 billion, more than every car wash brazil prepares for turmoil pulled by petrobras as global markets accumulate high
2021-02-23|16.040838241577152|293503100|0.11029054825389717|1|change of command at petrobras: see questions and answers interference in petrobras saddles the end of the marriage of convenience between bolsonaro and the financial market castello Branco must fulfill his mandate at petrobras until the end bovespa drops by almost 5% with intervention in petrobras; state-owned shares fall by 20% petrobras, bb and eletrobras lose r$ 87.3 billion in value ... after decision by bolsonaro, petrobras plummets 19%; bovespa drops more than 5% petrobras: strengths of current management may become risks petrobras has already lost a bank in brazil in market value. and now? after petrobras, bolsonaro presses to lower electricity bills; understand it's not just at petrobras: where bolsonaro has already interfered
2021-02-24|16.26751708984375|155246400|0.014131359275169288|1|"bolsonaro says that new president of petrobras will ""fix"" company petrobras privileges shareholders in relation to the interest of ... change of command at petrobras: bolsonaro repeats ... with 8% stake in petrobras, bndes lost almost r$ 6 billion in Monday petrobras share could rise by almost 50% in 12 months, says Swiss bank 'petrobras' pricing policy is armored', says counselor after criticism from bolsonaro, petrobras says president and directors have not received readjustment since 2016 petrobras loses r$ 100 billion in market value four crises that rocked petrobras (and what happened to the shares in each one)"
2021-02-25|15.460808753967285|170233000|-0.04959013298840265|0|"petrobras profit in the 4th quarter of 2020 advances seven times profit in the 4th quarter, but loss in 2020: what to expect from the petrobras balance sheet petrobras has a record profit of r$59.9 billion in the 4th quarter with reversal of write-offs sale of businesses, pre-salt and cost cutting even in cafezinho, castello branco brands at petrobras petrobras tells distributors that it will not meet all diesel demand in march petrobras board of directors approves dividends in the amount of r$ 10.3 billion paulo guedes: 10 cases in which the minister was 'cornered' before the intervention in petrobras the handing over of bc and petrobras to financial capital ... article | petrobras and shareholder profit: what's behind..."
2021-02-26|14.82744312286377|159881000|-0.04096587967566656|0|leaving the presidency of petrobras, castello Branco makes a conference call with warning: 'mind the gap' president of petrobras sends a message to bolsonaro in a farewell interview, president of petrobras praises results and explains petrobras shirt surprises with record profit of r$ 59 .9 billion in the 4th quarter of 2020, in the last balance sheet of castello branco petrobras records the highest quarterly net income in history... petrobras profit is the highest in history among publicly traded companies in the country it is worth buying shares of petrobras, petr3 and petr4 after 4th quarter profit? petrorecôncavo buys 12 more fields from petrobras in ... petrobras (petr4) has the highest profit in history among publicly traded companies petrobras: thermal in gaslub could participate in auctions of ...
2021-03-01|14.667433738708494|90330100|-0.0107914346950716|0|'there is no exaggeration in the price of fuel', says president fired from petrobras nova talks of bolsonaro discourages investors after record petrobras profit petrobras crisis triggers historic flight of foreign capital petrobras: bolsonaro confronted guedes and undermined liberal image of the petrobras government: guedes warned bolsonaro who “would give shit”, says magazine after record result, petrobras passes on r$ 2.9 billion to the union, enough for 220 million doses of vaccine opinion: petrobras and its pricing policy: a solution to the petrobras production impasse grows 5% in january compared to the 4th quarter average among executives, salary of the president of petrobras is a chip petrobras lives a nightmare week due to bolsonaro's interference bolsonaro's intervention in petrobras cost about 400 billion reais petrobras: some cry, others sell handkerchiefs petrobras can complete sale of ufn3 in march petrobras sold yesterday (26/02) for 32.97 million reais a complex of four wind farms icos in northeastern Brazil
2021-03-02|14.660767555236815|147772300|-0.00045448873950504337|0|petrobras records in 2020 best operational performance since 2015 petrobras oil exports grow 33% and hits record 713 thousand barrels/day in 2020 petrobras production of derivatives grows and exports hits record in 2020 petrobras receives proposals for the construction of p-78 and of p-79 petrobras aims at around r$ 26 per share to sell share in ... 3r petroleum makes sixth acquisition of mature fields from petrobras cade releases petrobras to buy total stake in 5 ... petrobras extends payment terms to large cvm suppliers acquit former petrobras board members (petr4)
2021-03-03|14.127406120300293|185688500|-0.036380184934178834|0|minority shareholders accuse operator of 'insider trading' with petrobras shares and sue cvm cvm investigates illicit gain with petrobras shares on the stock exchange amid suspicions of privileged information, cvm may investigate operations with petrobras shares four petrobras directors decide to leave the position petrobras : amid resignations, new board member asks to leave five petrobras directors reject government nomination and will leave positions new oil high reinforces change at petrobras, says bolsonaro petrobras loses the equivalent of btg bank in market value since February
